latitude,longitude,name
24.8192344,46.686289,أسواق التميمي
24.8109896,46.8767407,
24.7967302,46.8039848,
24.7990281,46.8143318,
24.7236052,46.8559692,
24.6338492,46.7159281,مركز بن سليمان التجاري
24.6108841,46.7296967,سوبر ماركت الجزيرة
24.612545,46.7270779,سوبر ماركت بندة
24.6198105,46.7449709,العثيم
24.6462072,46.7172771,فلاجيو
24.6498254,46.7060765,ركن العثيم
24.7776933,46.7101341,بندة
24.7740075,46.7762441,الحمراء مول
24.8117506,46.7700808,اليرموك بلازا
24.8172523,46.7825738,بنده
24.8191462,46.7748173,
24.8196834,46.772496,Al-Farisi Plaza الفارسي بلازا
24.7934571,46.7672199,Atyaf Mall
24.7667883,46.7158237,النخيل مول
24.8097886,46.7782508,
24.8095369,46.7783685,
24.8093078,46.7784813,
24.8090489,46.7786142,
24.6290002,46.5364429,
24.6290474,46.5364315,
24.6304956,46.5390748,
24.8200134,46.7728888,
24.7371411,46.5745478,
24.7798703,46.7886247,أسواق التميمي
24.7190549,46.6714295,سوق الأندلس
24.6537123,46.8147638,AL DARAAN TRADING COMPANY
24.8053678,46.780358,
24.7381287,46.7975886,خريص مول khurais mall
24.8567301,46.6374679,بقلة
24.8275226,46.7283884,بارك افنيو مول
24.5708895,46.6664032,السدحان شبرا
24.6844378,46.7749594,العثيم مول
24.7313438,46.66149,Gulf Monetary Council
24.8066591,46.6926338,بندة
24.741019,46.7979882,
24.5530579,46.5705373,
24.6960308,46.7285387,الخليج مول
24.7448584,46.6605057,مارينا مول
24.7567673,46.6298724,الرياض بارك
24.7527549,46.5849551,
24.6159678,46.707788,
24.6718506,46.8677031,
24.605623,46.7592202,الهرم
24.5986855,46.7434041,
24.598101,46.7421159,
24.6297882,46.7187294,
24.6317355,46.7146327,مركز سويقة التجاري
24.6639931,46.7037876,لولو هايبر ماركت
24.5984595,46.7478321,هايبر نستو
24.6931396,46.8080104,أسواق الرشيد
24.6101599,46.6576838,هرم بلازا
24.7235683,46.664558,رويال مول
24.7907725,46.6490995,Al-Tamimi
24.5927627,46.6218476,الدانوب
24.7414499,46.603357,أسواق التميمي
24.5870668,46.624746,بنده
24.5725431,46.6706401,
24.6982461,46.8213788,
24.5767597,46.632273,مجمع ريماس الرياض
24.6803566,46.7759659,أسواق المجد
24.7558444,46.683994,
24.6273339,46.7073976,مركز التعمير
24.7905108,46.7411489,
24.5629865,46.8963813,
24.745181,46.5794471,أسواق عبد الله العثيم
24.7447242,46.5796815,Home goods store
24.744359,46.5797113,party store
24.7426302,46.5803736,Grocery store
24.747361,46.5710633,
24.7471666,46.5710816,
24.7366651,46.5756753,
24.7359096,46.5762017,
24.666117,46.6834058,التخصصي بلازا
24.7380427,46.6288223,U Walk
24.5779176,46.6059022,ساكو
24.594993,46.6357612,أسواق عبد الله العثيم
24.8413156,46.747623,التسوق الذكي الثمامه
24.6853972,46.5824534,Carrefour
24.8414296,46.7331576,واجهه الرياض
24.7367711,46.5736157,
24.7465693,46.5336969,
24.7467147,46.5331958,
24.7467433,46.5337974,
24.7452837,46.5300476,
24.7460624,46.5299982,
24.7458599,46.5299609,
24.7463857,46.5303039,
24.7466761,46.5300846,
24.7459123,46.5319436,
24.7460823,46.5316673,
24.7460792,46.5319867,
24.7467378,46.529564,
24.7464953,46.529347,
24.7465234,46.5290586,
24.7468025,46.5287637,
24.7473717,46.5318944,
24.7474259,46.5324089,
24.748894,46.5299138,
24.7498938,46.5308144,
24.7501452,46.5308651,
24.7481564,46.5320791,
24.7481919,46.5325835,
24.7480384,46.5322598,
24.747991,46.5324037,
24.7479289,46.5325251,
24.74722,46.5342372,
24.748014,46.5339792,
24.7483163,46.5339452,
24.7484903,46.5352508,
24.7488026,46.5345648,
24.7488248,46.5339704,
24.7490192,46.5336408,
24.7492107,46.5338098,
24.7446184,46.5407115,
24.7446474,46.5401958,
24.7446511,46.5397828,
24.7448569,46.5402334,
24.7477802,46.5410734,
24.7500961,46.5389088,
24.7500161,46.5396257,
24.7498588,46.5342533,
24.7500276,46.5339125,
24.7498328,46.5338066,
24.7506896,46.5347643,
24.7509358,46.5343556,
24.7510919,46.5342471,
24.7508867,46.5341199,
24.7510946,46.533976,
24.7477548,46.5382066,
24.7479195,46.5382316,
24.7478877,46.537514,
24.7499224,46.5390998,
24.7499149,46.5393775,
24.8362105,46.6793608,بنده
24.6395822,46.6932523,بنده
24.774055,46.8029568,
24.7746054,46.8012243,
24.8232656,46.6550625,الدانوب
24.7384742,46.6460096,
24.7381142,46.6459617,
24.7384031,46.6457998,
24.738688,46.6456558,
24.7310709,46.6474983,
24.7315518,46.6473545,
24.7317399,46.6478237,
24.7306948,46.6478077,
24.7309058,46.6482841,
24.7313009,46.6493304,
24.7319885,46.6483204,
24.7322187,46.6488509,
24.7313207,46.6480272,
24.7316939,46.6489016,
24.8175152,46.6645092,
24.7920147,46.6999249,العثيم
24.7696312,46.6641955,عالم ساكو
24.8083713,46.6694056,عالية بلازا
24.823774,46.6562539,الياسمين بلازا
24.695161,46.6848306,
24.6963638,46.6843746,
24.6954238,46.684726,SADA
24.8140682,46.6588393,اسواق عبدالله العثيم
24.6700321,46.7384467,هايبر نستو
24.6898173,46.7334502,أسواق التميمي
24.832399,46.7448108,أسواق المزرعة
24.704713,46.7019406,
24.7515674,46.6739028,قرية صويلح
24.7607749,46.673875,
24.731084,46.6488037,
24.7706131,46.6889548,بنده
24.8006109,46.6513105,Montblanc - Solitaire mall
24.7698824,46.6648776,الدانوب
24.858733,46.6467698,سنترو النرجس بلازا
24.5481633,46.707357,Sallaty Supermarket
24.7717988,46.6688771,تالا مول
24.8004784,46.6513135,
24.6122945,46.6742505,باوزير
24.6678948,46.6191965,Lulu Express
